120.40200,20.58800
120.40200,41.17600
120.40300,61.76400
120.40700,82.35200
120.41200,96.76400
120.42200,101.91900
120.43600,107.07500
120.45500,112.23000
120.47900,117.38600
120.50800,122.54100
120.54300,127.69600
120.58400,132.85200
120.63100,138.00700
120.68400,143.16300
120.71900,146.25600
120.77600,146.67300
120.84500,147.13500
120.92200,147.59800
121.00600,148.06100
121.09600,148.52400
121.19300,148.98700
121.29800,149.44900
121.40900,149.91200
121.52700,150.37500
121.61400,150.69900
121.74500,150.88800
121.88200,151.07700
122.02600,151.26600
122.17800,151.45600
122.33600,151.64500
122.50200,151.83400
122.76400,152.11800
123.13800,152.49600
123.75300,152.10600
124.79600,151.52100
125.33200,151.24800
126.19500,150.79700
127.62200,150.12200
128.18200,149.87500
129.06100,149.96300
130.46900,150.09400
131.68300,150.20000
133.63200,149.69900
135.83300,149.17600
138.24900,146.92700
140.34800,145.09200
140.62400,144.85800
141.04000,144.74900
141.67300,144.58700
142.64000,144.34200
144.12900,143.97600
145.97800,143.53600
148.69000,142.55300
151.99900,141.41400
155.37500,138.13800
157.63100,136.03200
158.62200,135.12500
160.13200,133.01900
161.80900,130.72000
163.61800,128.28700
165.89400,125.28800
169.40000,120.14100
173.47800,114.34100
173.69600,114.03500
174.02500,113.52100
174.51800,112.75100
175.26200,111.59500
176.38600,109.86100
178.08600,107.26000
179.84600,104.59700
181.87900,101.55600
184.19300,98.40400
187.71600,93.67600
190.36500,90.17500
193.43300,86.17600
195.49900,83.51100
197.43300,81.03600
199.27400,78.69400
201.73100,75.36300
205.45100,70.36700
208.46000,66.36400
212.70800,60.86200
215.20400,57.65200
217.53800,54.66400
217.85400,54.26000
218.32900,53.89000
219.04100,53.33600
220.11100,52.50400
221.71900,51.25600
224.13800,49.38400
227.39800,46.87200
231.14000,43.49500
233.81100,41.09200
236.61800,38.57200
237.04900,38.18600
237.69500,37.14600
238.66400,35.58500
240.11900,33.24400
242.30300,29.73200
245.58000,24.46500
246.65500,22.73700
248.26800,21.20000
250.68500,18.89300
254.06000,15.66900
256.35000,13.47800
259.77700,11.38700
264.78900,8.31900
265.98100,7.58700
267.76700,7.15600
270.43900,6.51000
273.94400,5.66000
275.62000,5.25200
278.12800,3.87600
281.87400,1.81200
